NODE_ID;PROMINENCY_LABEL;PROMINENCY_WEIGHT;PROMINENCY_PURITY;RECIPROCITY_LABEL;RECIPROCITY_WEIGHT;RECIPROCITY_PURITY
358;NonProminent;0;0;NonReciprocal;0;0
359;NonProminent;0;0;NonReciprocal;0;0
360;NonProminent;0;0;NonReciprocal;0;0
361;StronglyProminent;0,0666666666666667;0,00444444444444444;NonReciprocal;0;0
362;WeaklyProminent;0,533333333333333;0,0761904761904762;NonReciprocal;0;0
363;NonProminent;0;0;NonReciprocal;0;0
364;NonProminent;0;0;NonReciprocal;0;0
365;NonProminent;0;0;NonReciprocal;0;0
366;NonProminent;0;0;NonReciprocal;0;0
367;NonProminent;0;0;NonReciprocal;0;0
368;NonProminent;0;0;NonReciprocal;0;0
369;NonProminent;0;0;NonReciprocal;0;0
370;StronglyProminent;1,125;0,140625;NonReciprocal;0;0
371;NonProminent;0;0;StronglyReciprocal;0,5;0,25
372;NonProminent;0;0;NonReciprocal;0;0
373;NonProminent;0;0;NonReciprocal;0;0
374;WeaklyProminent;0,0303030303030303;0,00131752305665349;NonReciprocal;0;0
375;NonProminent;0;0;NonReciprocal;0;0
376;NonProminent;0;0;NonReciprocal;0;0
377;NonProminent;0;0;NonReciprocal;0;0
378;NonProminent;0;0;NonReciprocal;0;0
379;NonProminent;0;0;NonReciprocal;0;0
380;NonProminent;0;0;NonReciprocal;0;0
381;NonProminent;0;0;NonReciprocal;0;0
382;NonProminent;0;0;NonReciprocal;0;0
383;NonProminent;0;0;NonReciprocal;0;0
384;StronglyProminent;2,66666666666667;0,444444444444444;NonReciprocal;0;0
385;NonProminent;0;0;NonReciprocal;0;0
386;NonProminent;0;0;NonReciprocal;0;0
387;WeaklyProminent;0,222222222222222;0,0555555555555556;NonReciprocal;0;0
388;NonProminent;0;0;NonReciprocal;0;0
389;NonProminent;0;0;NonReciprocal;0;0
390;NonProminent;0;0;NonReciprocal;0;0
